label,precision,recall,f1_score,support,overall_accuracy,macro_f1
normal_interest,0.9565674891146589,0.8503782075060884,0.900352620749127,62003.0,0.8359580052493438,0.5645571928137475
sensitive_help_seeking,0.48626760563380284,0.7733806234832928,0.5971031202709519,10714.0,0.8359580052493438,0.5645571928137475
clearly_harmful_intent,0.14112903225806453,0.3218390804597701,0.19621583742116327,435.0,0.8359580052493438,0.5645571928137475
overall_accuracy,0.8359580052493438,0.8359580052493438,0.8359580052493438,73152.0,0.8359580052493438,0.5645571928137475
