intent_column,intent_group,n_sessions,n_rows,avg_rows_per_session,HER,SupportiveRate,ClickedRate,AvgFinalRank,HitRate@10,NDCG@10,n_eval_sessions
predicted_intent_label,normal_interest,42060,366557,8.715097479790774,7.911457154003333e-05,0.04616471653794635,0.09602326514021012,5.155754766652935,1.0,0.5532273849062402,31119
predicted_intent_label,sensitive_help_seeking,23515,229839,9.774144163300022,8.701743394289045e-06,0.08298852675133463,0.051087935467870986,5.43118878867381,1.0,0.45230593022297927,10588
predicted_intent_label,clearly_harmful_intent,7577,73524,9.703576613435397,1.3601001033676079e-05,0.020523910559817202,0.044407268374952395,5.426241771394374,1.0,0.5043065346954608,2886
