model_name,label,precision,recall,f1_score,support,avg_max_prob,avg_margin_top2,avg_entropy,brier_score_macro_ovr,ece
risk_model_v1,benign,0.9991207096027767,0.9970903828686669,0.9981045137230125,64957,0.9677763138527884,0.9423243118087495,0.1312905372536761,0.0029087363869861466,0.02934720194624714
risk_model_v1,sensitive_educational,0.6946564885496184,0.9512195121951219,0.8029411764705883,287,0.9677763138527884,0.9423243118087495,0.1312905372536761,0.0029087363869861466,0.02934720194624714
risk_model_v1,harmful_promotional,0.9967346639272087,0.9976863753213367,0.9972102925522153,27230,0.9677763138527884,0.9423243118087495,0.1312905372536761,0.0029087363869861466,0.02934720194624714
risk_model_v1,macro_avg,0.8968372873598679,0.9819987567950418,0.9327519942486053,92474,0.9677763138527884,0.9423243118087495,0.1312905372536761,0.0029087363869861466,0.02934720194624714
risk_model_v1,weighted_avg,0.9974731842963341,0.9971235157990354,0.9972354962665138,92474,0.9677763138527884,0.9423243118087495,0.1312905372536761,0.0029087363869861466,0.02934720194624714
risk_model_v1,overall_accuracy,0.9971235157990354,0.9971235157990354,0.9971235157990354,92474,0.9677763138527884,0.9423243118087495,0.1312905372536761,0.0029087363869861466,0.02934720194624714
