model_name,overall_accuracy,macro_f1,weighted_f1,avg_max_prob,avg_margin_top2,avg_entropy,brier_score_macro_ovr,ece,n_examples
intent_model_v1,0.6415214868957965,0.44746159945137715,0.6892954017428417,0.6247411473909961,0.34913154301134247,0.8138855655031105,0.1577399957194685,0.033707823124049796,230117
risk_model_v1,0.9971235157990354,0.9327519942486053,0.9972354962665138,0.9677763138527884,0.9423243118087495,0.1312905372536761,0.0029087363869861466,0.02934720194624714,92474
