label,precision,recall,f1_score,support
normal_interest,0.9509747979077509,0.6450978178475235,0.7687266367488925,62003.0
sensitive_help_seeking,0.2993833723155433,0.6570841889117043,0.4113471033334307,10714.0
clearly_harmful_intent,0.04130922528705292,0.7195402298850575,0.07813280079880179,435.0
overall_accuracy,0.64729604111986,0.64729604111986,0.64729604111986,73152.0
