final_source,n_rows,row_share,ClickedRate,HER_within_source,SupportiveRate_within_source,AvgFinalRank
mind,631572,0.9427573441604967,0.07949212441336855,1.5833507501915855e-06,0.0013395147346620814,5.3258440842849275
moral_education,38250,0.05709636971578696,0.0,0.0,0.9576470588235294,4.519581699346405
aegis2,98,0.00014628612371626464,0.0,0.3163265306122449,0.29591836734693877,6.204081632653061
