model_name,label,precision,recall,f1_score,support,avg_max_prob,avg_margin_top2,avg_entropy,brier_score_macro_ovr,ece
intent_model_v1,normal_interest,0.8971502134083263,0.6585759607596076,0.7595701268664221,177776,0.6247411473909961,0.34913154301134247,0.8138855655031105,0.1577399957194685,0.033707823124049796
intent_model_v1,sensitive_help_seeking,0.38929191509979943,0.575693642768998,0.4644896058326174,50242,0.6247411473909961,0.34913154301134247,0.8138855655031105,0.1577399957194685,0.033707823124049796
intent_model_v1,clearly_harmful_intent,0.06406762254611525,0.7727489280609814,0.11832506565509192,2099,0.6247411473909961,0.34913154301134247,0.8138855655031105,0.1577399957194685,0.033707823124049796
intent_model_v1,macro_avg,0.4501699170180804,0.669006177196529,0.44746159945137715,230117,0.6247411473909961,0.34913154301134247,0.8138855655031105,0.1577399957194685,0.033707823124049796
intent_model_v1,weighted_avg,0.7786693667875343,0.6415214868957965,0.6892954017428417,230117,0.6247411473909961,0.34913154301134247,0.8138855655031105,0.1577399957194685,0.033707823124049796
intent_model_v1,overall_accuracy,0.6415214868957965,0.6415214868957965,0.6415214868957965,230117,0.6247411473909961,0.34913154301134247,0.8138855655031105,0.1577399957194685,0.033707823124049796
